0.000000 0.000211 0.000000 0.000000 0.000000 -0.000354 0.000000 1.000000
0.000000 0.000211 0.000000 0.000000 0.000000 -0.000354 0.000000 1.000000
0.000000 0.000211 0.000000 0.000000 0.000000 -0.000354 0.000000 1.000000
0.160000 0.000348 0.000002 0.000000 0.002844 -0.016880 0.008470 0.999818
0.408000 0.000396 0.000002 0.000000 0.006634 -0.016097 -0.003998 0.999840
0.660000 0.000462 0.000000 0.000000 -0.005156 0.002942 0.010612 0.999926
0.908000 0.000520 0.000000 0.000000 0.003888 0.005193 0.008814 0.999940
1.160000 0.000497 0.000002 0.000000 0.004250 0.001263 0.009268 0.999947
1.408000 0.000297 0.000002 0.000000 -0.001148 0.006133 -0.005002 0.999968
1.660000 0.000153 0.000003 0.000000 -0.007806 -0.002077 0.010358 0.999914
1.908000 -0.000001 0.000004 0.000000 -0.015397 -0.004320 0.015490 0.999752
2.160000 -0.000238 0.000009 0.000000 -0.007191 -0.004698 0.012671 0.999883
2.408000 -0.000390 0.000012 0.000000 -0.020337 -0.013891 0.011293 0.999633
2.660000 -0.000559 0.000015 0.000000 -0.010719 -0.000657 0.006801 0.999919
2.908000 -0.000704 0.000015 0.000000 0.000341 -0.012699 -0.006437 0.999899
3.160000 -0.000876 0.000017 0.000000 -0.015621 -0.009461 0.021711 0.999597
3.408000 -0.001030 0.000019 0.000000 -0.003683 -0.005192 0.019303 0.999793
3.660000 -0.001196 0.000021 0.000000 -0.011378 -0.005025 0.008906 0.999883
3.908000 -0.001363 0.000021 0.000000 -0.000344 -0.008323 0.011156 0.999903
4.160000 -0.001529 0.000024 0.000000 0.000968 0.006465 0.017514 0.999825
4.408000 -0.001695 0.000025 0.000000 -0.002230 -0.014293 0.031915 0.999386
4.660000 -0.001823 0.000027 0.000000 0.010461 -0.006056 0.013680 0.999833
4.908000 -0.001989 0.000031 0.000000 -0.009348 -0.004518 -0.001559 0.999945
5.160000 -0.002180 0.000034 0.000000 -0.014192 -0.003377 0.024773 0.999587
5.408000 -0.002319 0.000035 0.000000 -0.003461 0.009226 0.022635 0.999695
5.660000 -0.002484 0.000036 0.000000 0.000473 -0.013922 0.021858 0.999664
5.908000 -0.002611 0.000036 0.000000 -0.003535 0.005865 0.039268 0.999205
6.160000 -0.002775 0.000037 0.000000 -0.001198 -0.016033 0.019595 0.999679
6.408000 -0.002965 0.000039 0.000000 -0.023372 -0.001301 0.009182 0.999684
6.660000 -0.003091 0.000043 0.000000 -0.002298 0.003827 0.020660 0.999777
6.908000 -0.003254 0.000044 0.000000 -0.015409 -0.003275 0.025114 0.999560
7.160000 -0.003443 0.000046 0.000000 -0.003352 0.009645 0.010707 0.999891
7.408000 -0.003581 0.000047 0.000000 -0.007001 0.004865 0.013819 0.999868
7.660000 -0.003731 0.000049 0.000000 -0.010178 -0.006056 0.023464 0.999655
7.908000 -0.003869 0.000050 0.000000 0.003654 0.000791 0.018047 0.999830
8.160000 -0.004056 0.000052 0.000000 -0.012324 -0.006815 0.025260 0.999582
8.408000 -0.004218 0.000054 0.000000 -0.014723 -0.005904 0.024443 0.999575
8.660000 -0.004353 0.000055 0.000000 -0.014478 -0.012166 0.027711 0.999437
8.908000 -0.004508 0.000057 0.000000 -0.018682 -0.002500 0.023657 0.999542
9.160000 -0.004675 0.000058 0.000000 -0.010803 0.003887 0.019049 0.999753
9.408000 -0.004843 0.000062 0.000000 -0.022805 0.011651 0.020328 0.999465
9.660000 -0.005010 0.000064 0.000000 -0.004995 -0.009460 0.004978 0.999930
9.908000 -0.005137 0.000064 0.000000 -0.004301 -0.009965 0.024469 0.999642
10.160000 -0.005302 0.000065 0.000000 0.015774 0.014484 0.025948 0.999434
10.408000 -0.005492 0.000067 0.000000 -0.003092 0.000756 0.008189 0.999961
10.660000 -0.005632 0.000068 0.000000 -0.005903 -0.008840 0.023983 0.999656
10.912000 -0.005796 0.000071 0.000000 -0.008846 -0.014732 0.019716 0.999658
11.160000 -0.005973 0.000072 0.000000 -0.008699 -0.002176 0.012227 0.999885
11.408000 -0.006125 0.000074 0.000000 -0.013252 0.000105 0.006318 0.999892
11.660000 -0.006252 0.000076 0.000000 -0.004810 -0.011413 0.007163 0.999898
11.908000 -0.006429 0.000077 0.000000 -0.003673 -0.001764 0.018869 0.999814
12.164000 -0.006594 0.000080 0.000000 -0.016338 0.011120 0.001901 0.999803
