0.000000 0.001446 0.003593 -0.845382 -0.000015 -0.019611 -0.022947 -0.999544
0.000000 0.001446 0.003593 -0.845382 -0.000015 -0.019611 -0.022947 -0.999544
0.252000 0.000627 0.006071 -0.844812 -0.000471 0.000081 -0.022895 -0.999738
0.504000 -0.000430 0.008294 -0.845563 -0.000312 0.000101 -0.023050 -0.999734
0.756000 -0.001389 0.009571 -0.847694 -0.000314 0.000028 -0.022733 -0.999742
1.000000 -0.002604 0.009552 -0.848933 -0.000559 0.000239 -0.022836 -0.999739
1.252000 -0.003779 0.008571 -0.850486 -0.000682 0.000311 -0.022782 -0.999740
1.500000 -0.004910 0.006698 -0.851656 -0.000856 0.000339 -0.022831 -0.999739
1.752000 -0.005599 0.005135 -0.854029 -0.000912 0.000259 -0.022920 -0.999737
2.004000 -0.006383 0.003180 -0.856161 -0.001029 0.000359 -0.022870 -0.999738
2.252000 -0.007072 0.001258 -0.855829 -0.001143 0.000406 -0.022785 -0.999740
2.500000 -0.006732 -0.000873 -0.855660 -0.001143 0.000398 -0.022878 -0.999738
2.752000 -0.006103 -0.002474 -0.857569 -0.001147 0.000373 -0.022838 -0.999739
3.000000 -0.005255 -0.004597 -0.858170 -0.001181 0.000345 -0.022927 -0.999736
3.252000 -0.004240 -0.006859 -0.860528 -0.001152 0.000312 -0.022939 -0.999736
3.500000 -0.002636 -0.009517 -0.858926 -0.001109 0.000306 -0.022979 -0.999735
3.752000 -0.001320 -0.011658 -0.858239 -0.001121 0.000317 -0.023017 -0.999734
4.000000 -0.000345 -0.012954 -0.858512 -0.000996 0.000302 -0.023066 -0.999733
4.252000 0.000082 -0.013778 -0.860739 -0.000933 0.000320 -0.023195 -0.999731
4.500000 0.000441 -0.013331 -0.862999 -0.000682 0.000373 -0.023417 -0.999725
4.752000 0.000714 -0.010527 -0.866677 -0.000705 0.000471 -0.023250 -0.999729
5.000000 0.001509 -0.005437 -0.868266 -0.000877 0.000508 -0.023295 -0.999728
5.252000 0.002281 0.001225 -0.869480 -0.001033 0.000488 -0.023272 -0.999729
5.500000 0.002562 0.005279 -0.870425 -0.001166 0.000524 -0.023403 -0.999725
5.752000 0.003648 0.008391 -0.850321 -0.000864 0.000081 0.003019 -0.999995
6.000000 -0.005524 0.011841 -0.686227 -0.000922 -0.000034 0.019837 -0.999803
6.252000 -0.040546 0.017514 -0.389109 -0.002520 0.000040 -0.003031 -0.999992
6.500000 -0.091791 0.016096 -0.063226 -0.002238 0.000064 -0.004074 -0.999989
6.752000 -0.135781 0.013035 0.254505 -0.001488 0.000082 -0.007965 -0.999967
7.000000 -0.174117 0.011512 0.626270 -0.002076 -0.000003 -0.007470 -0.999970
