0.000000 0.000000 0.000000 0.222277 -0.000000 0.000000 -0.000000 1.000000
0.204000 0.000290 0.000223 0.110451 0.000094 -0.000408 0.000263 1.000000
0.456000 0.000596 0.000296 0.110837 -0.000245 -0.000215 0.000832 1.000000
0.704000 0.000837 0.000383 0.111064 -0.000767 -0.000131 0.001893 0.999998
0.956000 0.001087 0.000493 0.111323 -0.001398 -0.000137 0.002999 0.999995
1.204000 0.001336 0.000607 0.111586 -0.002068 -0.000144 0.004143 0.999989
1.456000 0.001330 0.000648 0.111757 -0.002543 -0.000137 0.005130 0.999984
1.704000 0.001186 0.000689 0.111786 -0.002712 -0.000135 0.005749 0.999980
1.956000 0.001040 0.000732 0.111815 -0.002888 -0.000135 0.006384 0.999975
2.204000 0.000901 0.000774 0.111844 -0.003059 -0.000136 0.007001 0.999971
2.456000 0.000752 0.000819 0.111875 -0.003239 -0.000137 0.007656 0.999965
2.704000 0.000610 0.000861 0.111906 -0.003408 -0.000138 0.008279 0.999960
2.956000 0.000472 0.000902 0.111937 -0.003572 -0.000138 0.008891 0.999954
3.204000 0.000331 0.000944 0.111969 -0.003738 -0.000139 0.009512 0.999948
3.456000 0.000186 0.000987 0.112004 -0.003908 -0.000139 0.010151 0.999941
3.708000 0.000043 0.001000 0.111993 -0.004054 -0.000069 0.010633 0.999935
3.956000 -0.000123 0.001037 0.111950 -0.004207 -0.000045 0.010994 0.999931
4.204000 -0.000291 0.001075 0.111909 -0.004362 -0.000037 0.011350 0.999926
4.456000 -0.000458 0.001112 0.111870 -0.004516 -0.000028 0.011706 0.999921
4.704000 -0.000620 0.001149 0.111832 -0.004666 -0.000020 0.012050 0.999917
4.956000 -0.000784 0.001186 0.111794 -0.004818 -0.000011 0.012397 0.999912
5.204000 -0.000954 0.001224 0.111755 -0.004976 -0.000001 0.012754 0.999906
5.456000 -0.001115 0.001261 0.111719 -0.005126 0.000008 0.013093 0.999901
5.704000 -0.001284 0.001300 0.111682 -0.005285 0.000018 0.013448 0.999896
5.960000 -0.001445 0.001337 0.111646 -0.005437 0.000027 0.013785 0.999890
6.204000 -0.001608 0.001374 0.111611 -0.005591 0.000036 0.014125 0.999885
6.456000 -0.001776 0.001413 0.111575 -0.005752 0.000046 0.014476 0.999879
6.704000 -0.001939 0.001451 0.111541 -0.005908 0.000056 0.014814 0.999873
6.956000 -0.002104 0.001489 0.111507 -0.006067 0.000066 0.015157 0.999867
7.204000 -0.002266 0.001528 0.111474 -0.006224 0.000076 0.015493 0.999861
7.456000 -0.002431 0.001566 0.111441 -0.006384 0.000087 0.015833 0.999854
7.704000 -0.002595 0.001605 0.111408 -0.006546 0.000097 0.016172 0.999848
7.956000 -0.002759 0.001644 0.111377 -0.006708 0.000108 0.016510 0.999841
8.204000 -0.002915 0.001681 0.111347 -0.006863 0.000118 0.016830 0.999835
8.456000 -0.003076 0.001720 0.111317 -0.007024 0.000129 0.017160 0.999828
8.704000 -0.003242 0.001760 0.111286 -0.007191 0.000140 0.017500 0.999821
