0.000000 -0.014241 0.001733 0.350015 0.000000 0.000000 0.000000 1.000000
0.000000 -0.014241 0.001733 0.350015 0.000000 0.000000 0.000000 1.000000
0.200000 -0.014083 0.001763 0.350014 0.000000 0.000000 0.000000 1.000000
0.400000 -0.013901 0.001794 0.350012 0.000000 0.000000 0.000000 1.000000
0.600000 -0.013713 0.001817 0.350013 0.000000 0.000000 0.000000 1.000000
0.800000 -0.013535 0.001864 0.350014 0.000000 0.000000 0.000000 1.000000
1.000000 -0.013640 0.001926 0.350038 0.000000 0.000000 0.000000 1.000000
1.200000 -0.013969 0.001914 0.349977 0.000000 0.000000 0.000000 1.000000
1.400000 -0.014257 0.001854 0.349925 0.000000 0.000000 0.000000 1.000000
1.600000 -0.014555 0.001809 0.349880 0.000000 0.000000 0.000000 1.000000
1.800000 -0.014793 0.001781 0.349843 0.000000 0.000000 0.000000 1.000000
2.000000 -0.014699 0.001790 0.349823 0.000000 0.000000 0.000000 1.000000
2.200000 -0.014547 0.001773 0.349791 0.000000 0.000000 0.000000 1.000000
2.400000 -0.014430 0.001710 0.349742 0.000000 0.000000 0.000000 1.000000
2.600000 -0.014333 0.001655 0.349713 0.000000 0.000000 0.000000 1.000000
2.800000 -0.014141 0.001687 0.349709 0.000000 0.000000 0.000000 1.000000
3.000000 -0.013980 0.001704 0.349705 0.000000 0.000000 0.000000 1.000000
3.200000 -0.013786 0.001727 0.349700 0.000000 0.000000 0.000000 1.000000
3.400000 -0.013609 0.001759 0.349698 0.000000 0.000000 0.000000 1.000000
3.600000 -0.013411 0.001777 0.349693 0.000000 0.000000 0.000000 1.000000
3.800000 -0.013237 0.001808 0.349692 0.000000 0.000000 0.000000 1.000000
4.000000 -0.013072 0.001837 0.349690 0.000000 0.000000 0.000000 1.000000
4.200000 -0.012887 0.001863 0.349688 0.000000 0.000000 0.000000 1.000000
4.400000 -0.012693 0.001894 0.349688 0.000000 0.000000 0.000000 1.000000
4.600000 -0.013512 -0.003189 1.194568 0.000000 0.000000 0.000000 1.000000
4.800000 -0.012382 -0.005171 1.194793 0.000000 0.000000 0.000000 1.000000
5.000000 -0.011954 -0.006720 1.195344 0.000000 0.000000 0.000000 1.000000
5.200000 -0.011368 -0.007629 1.197503 0.000000 0.000000 0.000000 1.000000
5.400000 -0.010504 -0.007511 1.199440 0.000000 0.000000 0.000000 1.000000
5.600000 -0.010144 -0.007030 1.199396 0.000000 0.000000 0.000000 1.000000
5.800000 -0.009402 -0.005845 1.200321 0.000000 0.000000 0.000000 1.000000
6.000000 -0.008740 -0.004392 1.201245 0.000000 0.000000 0.000000 1.000000
6.200000 -0.007721 -0.002520 1.205454 0.000000 0.000000 0.000000 1.000000
6.400000 -0.007246 -0.001620 1.206080 0.000000 0.000000 0.000000 1.000000
6.600000 -0.006484 -0.000016 1.205653 0.000000 0.000000 0.000000 1.000000
6.800000 -0.006229 0.001605 1.204102 0.000000 0.000000 0.000000 1.000000
7.000000 -0.006471 0.003066 1.205429 0.000000 0.000000 0.000000 1.000000
7.200000 -0.006897 0.004509 1.207207 0.000000 0.000000 0.000000 1.000000
7.400000 -0.007441 0.006447 1.207539 0.000000 0.000000 0.000000 1.000000
7.600000 -0.007913 0.008003 1.209081 0.000000 0.000000 0.000000 1.000000
7.800000 -0.008876 0.010045 1.209264 0.000000 0.000000 0.000000 1.000000
8.000000 -0.009893 0.012041 1.208614 0.000000 0.000000 0.000000 1.000000
